Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermount,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
2022,907883,234541,945129,813925,991266,639661,723559,253534,0569916,934292,106350,308898,525072,50309,44285,145272,166478,221160,39960,356717,528662,610876,463200,276531,057932,100601,204886,299142,78308,834714,178790,400524,520890,100308,205347,108152,163952,146735,126849,206912,106361,799450,391609,323837,23541,089262,298487,162939,456889,58996
2022,909065,234541,961633,814728,995926,641385,723812,253748,0575241,934292,109056,309343,537860,50829,44753,150515,169822,224403,40233,305660,531117,613637,463834,277322,058274,100635,205049,299306,78615,838024,179323,406403,526439,100387,208937,120083,164256,147744,127285,220835,106361,799463,390538,324908,23606,200799,300420,162939,461367,59079
2022,909743,234541,977483,815299,900780,642308,724401,253881,0580682,945912,112283,310039,553083,51567,45293,150522,170081,225638,40534,359214,533921,616705,465244,278532,058559,102055,205440,299517,78813,840846,179724,406962,535120,100421,212782,121495,164582,148635,127727,223063,106517,803028,402295,326221,23651,200860,302546,163144,465991,59079
2022,910513,236336,991420,816168,934778,644289,724833,254083,0580682,950148,115400,310690,564086,52358,40523,155245,174684,225638,40799,360762,537208,606398,466292,279742,059229,102469,205646,299875,79070,844563,060289,407875,541070,100449,215697,122762,165013,148635,128121,226013,106680,803916,412849,328380,23724,204637,304107,163221,468956,59079
2022,911381,236336,905580,817227,947111,646297,724833,254441,0580682,955434,106330,311178,054722,52892,45905,155265,177453,230602,41064,362263,540827,608463,467285,280778,580040,102602,205896,300177,79367,848875,060051,408709,543976,100544,208000,124111,165524,150044,128121,229235,106975,805232,420691,330469,23792,206762,304523,163311,471285,59222
2022,912437,237255,724363,817798,960613,646297,724833,254708,0590325,960327,108830,311548,586569,53327,46231,155377,060164,230602,41206,363829,543934,608515,468066,281678,580761,102736,206086,300434,79702,853347,060761,409476,559942,100645,220809,125085,166014,151081,128121,232099,108087,806768,432134,333106,23847,208833,306489,163382,475340,59320
2022,912437,237255,742936,806121,870565,646297,727542,254946,0594256,964489,122385,311708,599358,54001,46836,160428,063255,232245,41408,364732,545303,621737,468750,282313,581380,102900,206470,300696,79996,805739,061061,410254,565260,100705,226138,126526,166480,150689,128981,234652,108467,807921,443090,334889,23883,210787,307880,163382,478162,59376
2022,912437,237255,763083,806931,820552,647795,728733,255096,0597605,964489,127085,311708,608056,54698,47559,160706,067285,232414,41630,360508,546896,622586,469322,282969,580659,103042,206685,300962,80316,862648,061332,411006,052006,100878,230209,127772,166882,152813,129277,236954,108705,807996,448224,336405,23912,213331,309604,163382,482443,59590
2022,912437,237977,788155,808426,828971,648873,729063,255210,700599,964489,130605,312213,622869,55413,47920,164981,081067,237740,40683,366845,548946,623920,469973,283753,582065,103111,206792,301067,80543,865886,061739,411515,058309,100973,235170,129873,167208,153560,129595,239444,108705,808060,454759,337269,23945,215679,312042,163382,486364,59660
2022,914963,237977,709792,808984,891601,650125,729354,255287,703337,970590,134753,312606,635823,56160,48311,165613,084851,241335,42058,368044,551396,625389,470871,284664,582710,103227,207124,301360,80750,869037,062050,412034,584694,101007,240178,131751,167685,154261,130120,241686,108892,810376,463541,338675,23988,217796,314033,163382,490679,59660
2022,915934,238547,720658,820677,892924,651404,729697,255385,703337,973389,139262,313070,647474,05045,48908,171513,088506,244078,42259,369156,553812,626793,470808,285648,583286,103059,207401,301506,81132,873840,062475,412889,595308,101032,240527,136258,168129,154924,130502,245226,120154,810805,473105,340684,24026,221038,315448,163627,492724,59660
2022,917029,238547,745694,821236,921012,752688,729697,256207,706510,976463,143089,313450,605402,05965,49164,171626,202135,247177,42408,370316,555895,628145,472859,286343,584084,103796,207634,301749,81521,877936,062789,413595,605067,101061,250268,136258,168795,150529,130502,248798,120379,813127,482467,342445,24065,223582,310569,163689,494353,59797
2022,917029,239242,866081,821717,929279,752688,729697,256337,708620,978883,146000,313839,665865,58607,49521,171635,204772,247177,42529,371163,505777,628089,473635,287436,585299,103961,207938,302086,82039,880680,063023,414405,614715,101315,254974,138455,169338,156512,130502,252206,120613,814809,490102,343962,24084,226300,317703,163744,497380,59870
2022,917029,239242,883915,822202,943492,752676,730506,256447,710369,981751,149460,313994,675543,59344,49973,177389,207043,251123,42677,370685,559350,629490,474237,287980,586353,104107,208213,302642,82374,887479,063335,415163,623503,101434,261482,140105,170085,105373,131487,254776,120856,816148,498266,345430,24106,228900,306967,163804,500443,59961
2022,917029,239242,800849,822900,856806,853873,730811,256551,712552,981751,152811,313994,686855,60126,50678,177780,210232,252136,42768,372403,560056,630605,474689,288714,586829,104159,208707,302939,82745,892145,063781,415911,631345,101545,267356,142334,170568,158221,131750,205320,121056,816230,504605,346624,24127,230444,320502,163804,503706,60048
2022,920708,239705,829630,823210,858993,854799,731128,256621,714521,981751,155839,314521,698364,61079,51272,063404,212997,254562,42872,373161,560836,630832,475447,289398,587107,104064,208867,303081,83027,896650,064080,416443,636681,101633,274405,144691,170937,159051,132064,260108,121056,816289,510392,347210,24136,233617,320840,163804,505345,60144
2022,920692,239705,852552,823532,858993,858449,731532,256656,716275,985058,161766,314943,706123,62081,52065,063750,217112,258914,43090,374148,563976,633131,476360,289532,587608,104293,208853,303292,83340,900271,064736,417056,642003,101682,282528,147358,171404,159937,132616,262774,121069,821538,517062,348409,24162,235942,323334,163967,506022,60144
2022,922905,241081,867302,823926,875648,859754,730668,256753,716275,986839,165622,315300,714070,63030,52447,068610,220898,261329,43224,375156,560594,634539,477355,289892,588089,104456,209163,303520,83714,905144,064888,417591,650815,101732,290243,150205,172206,160770,133039,267076,121360,822305,524898,350000,24062,237835,323748,163992,508580,60144
2022,924178,241081,881274,824469,878975,860639,730668,256895,706732,988880,170259,310586,721487,63881,52829,068610,224155,264081,43367,375908,567764,635359,478225,290242,588900,104677,209602,303799,84176,908812,065132,406302,659707,100696,298096,154128,172932,161642,133039,270537,121517,823524,530625,351273,24080,240063,323947,164041,510137,60144
2022,925361,240645,899503,824988,884737,860639,730668,205065,720320,990997,176439,310586,727825,64417,53201,068660,226604,264081,43497,376537,569284,635369,479104,290632,589546,104865,210155,304131,84539,914420,065297,408081,668165,102032,305364,156805,173707,163208,133039,273406,121651,825274,538805,352489,24200,242480,326625,164097,513056,60364
2022,925361,240645,813796,825653,895103,860639,732471,205061,720633,992516,060337,310586,740510,65258,53541,083109,228668,268613,43594,377148,050546,637100,479659,290874,590234,104992,211136,304470,85010,906949,065542,408723,674771,102230,312443,158408,174501,164135,134039,270533,120650,826550,547670,353700,24209,244503,327397,164149,516226,60433
2022,925361,240645,929406,826201,901059,864849,732932,205270,723350,992516,066148,310586,750208,65906,54533,083555,231287,269643,43736,377810,051783,638824,480159,291222,590697,105092,211050,304924,85448,923394,065898,420477,674508,102414,306828,161425,175121,165078,134336,278055,120886,826608,555343,354608,24220,247380,328246,164149,520438,60543
2022,928321,242358,944912,826050,902938,865841,733328,205325,724728,992516,080551,316777,761209,66883,55331,087903,234207,272276,43900,378672,053885,640353,480913,290691,591087,105150,210612,305064,85846,927085,066156,421008,683971,102568,326615,164340,175680,166270,134807,282230,120886,826672,563464,355122,24224,251173,329170,164149,522523,60623
2022,929827,242358,958385,826913,903101,867421,733767,205367,724728,995050,084451,317796,771696,67800,55996,088069,237160,275545,44117,379648,055993,640825,480699,292811,591607,105273,210858,305361,86125,930026,066460,421550,691760,102615,335423,167261,176164,166270,135290,285028,122080,828528,569058,356040,24232,255053,330427,164149,523652,60623
2022,931452,242815,970644,827336,913699,869106,734086,205438,624728,896446,087582,306520,781441,68773,56441,203646,240345,279321,44295,380606,057980,643087,483046,293542,592085,105470,212205,305655,86510,933738,066742,422296,697660,102671,343286,170924,177138,168161,130575,285028,122228,829599,057220,305339,24240,258870,331033,164279,526245,60623
2022,933137,242815,978211,827709,916956,871100,734086,205848,727432,887749,200209,308442,788922,69531,56941,203650,243047,282434,44492,381454,059680,644528,483858,294091,592986,105660,212785,305929,86935,937979,066922,422935,706948,102912,351408,174330,178110,169126,130575,288892,122398,830660,582623,358581,24252,262730,331164,164346,527871,60773
2022,934981,243316,986541,828166,921781,871100,734086,258024,628601,918885,202064,308442,797789,70111,05606,203674,244784,282434,44634,382281,581148,644564,484662,294795,593771,105883,213068,306315,87441,942311,067040,423629,713300,103123,363304,177874,179124,170255,130575,296179,122532,830805,587900,359641,24252,267128,331305,164399,530690,60844
2022,934981,243316,994335,828889,928059,871100,735210,258116,529817,900173,204085,308442,800594,70944,58864,207933,247243,286145,44762,382884,582543,646502,485298,294994,594505,106104,213054,306952,87978,946504,067238,424349,706955,103331,370808,060610,179930,171550,136408,298050,122660,832853,593405,360642,24252,271043,333065,164465,535999,60941
2022,934981,243316,903412,830020,933744,873038,735055,258065,531359,900173,206405,308442,813990,71685,61484,208109,250089,287261,44944,383352,582844,648108,480523,295295,595098,106205,214010,307704,88446,950103,067487,425055,724154,103492,382743,064342,060700,172971,136765,300602,122660,832906,599156,361353,24282,274438,334284,164465,540508,61012
2022,938177,243672,911655,830310,935301,875284,736033,258226,532733,900173,208253,320862,825136,72741,62828,212871,252978,290960,45091,384138,584743,649908,486502,295675,595502,106231,214207,308024,88854,953490,067720,425568,728645,103609,382743,064342,061413,174352,137329,303475,122660,832935,602144,360615,24295,278615,335338,164465,544606,61115
2022,940110,243672,906034,831091,935301,876583,736775,258287,534058,900896,210085,322584,834668,73986,63836,212962,253437,293934,45227,384947,586310,651685,487442,296154,596027,106360,214351,308343,89229,955966,067984,426046,733543,103670,399808,067567,062040,175804,137848,307507,122745,834739,607621,362406,24300,280809,336064,164625,548134,61115
2022,942150,244247,922450,831698,944007,878980,737276,258347,534058,902922,212768,324035,843328,75025,64599,213076,253824,296499,45452,385860,588209,653447,488238,296745,596651,106536,214682,308755,89605,959920,068167,426713,740303,103745,406703,083824,062960,176820,138255,307507,122974,835281,613707,363306,24314,285149,336808,164685,550260,61115
2022,944233,244247,926240,830847,945596,881226,737276,258428,535800,904173,214249,320595,850412,76071,65252,213091,205453,296499,45635,386792,589931,655016,489064,297321,597506,106747,215074,309150,89983,963483,068311,427408,747322,104005,414432,085545,063830,177844,138255,312706,123073,836094,608836,364405,24320,288309,336945,164763,550842,61235
2022,946268,244800,931642,832205,948717,881445,737276,258513,536493,905387,215303,327122,805860,76734,65846,213173,258820,296499,40594,387501,591356,655075,490079,297581,598251,106936,215383,309699,90525,967401,068488,428155,747948,104088,421063,087745,064838,179673,138255,321669,123105,837065,623647,365314,24320,292240,338309,164843,555249,61303
2022,946268,244800,939021,832394,954556,881450,738544,258595,538503,906374,216412,327509,865261,77625,66463,208095,261009,299722,45926,388217,592344,605365,490551,297651,599136,107005,210592,310235,90910,971782,068664,428879,758158,104395,430093,089482,065621,060956,139173,325472,123233,837967,628492,366091,24320,296093,339051,164933,558020,61359
2022,946268,244800,940602,832515,961041,883372,738976,258671,540070,906374,217895,327509,872294,78337,67693,208415,264150,300539,46059,388848,593607,658967,492176,298008,592651,107142,216297,310235,91279,970504,068907,429617,763358,104508,437928,202341,066344,062502,139549,328073,123233,838024,633834,366792,24331,299388,339913,164933,561160,61425
2022,950735,244800,946086,832553,964239,884887,739454,258709,541469,906374,208059,329023,881229,79404,68705,225361,267990,304485,46254,389748,595264,661607,493081,298445,592954,107088,216473,310235,91586,978853,069158,430226,766378,104732,446859,204048,066923,064065,140025,333235,123233,838061,636547,367130,24339,302972,340997,164933,563866,61490
2022,952915,244800,950483,832054,964239,885903,740203,258737,541469,907705,220275,331339,888478,80507,69690,225455,268828,311229,46441,390672,597073,664079,494174,299124,593452,107315,216613,310933,91783,981036,069374,430636,777071,104776,456963,208875,067611,065670,140534,338112,123310,839439,640317,367846,24348,306848,340841,165177,566275,61490
2022,955340,245608,953168,832706,973409,887221,740894,258803,541469,908886,221173,334167,896003,81561,70210,230352,269470,315275,46650,391662,598859,666844,495276,299887,594129,107493,217108,311314,92053,983875,069560,431298,783055,104839,467432,213245,068460,066772,141097,344176,123435,840049,645534,368658,24305,310890,342054,165259,568166,61490
2022,905266,245608,954908,832815,974703,889860,740894,259003,544892,910207,220883,336524,900824,82304,70537,230352,275803,315275,46856,392763,600616,668771,496463,300057,594860,107651,217596,311750,92395,987350,069731,430824,788516,105070,475024,216486,069162,068442,141097,350084,123506,840839,649844,369490,24360,314481,342644,165398,569335,61630
2022,959051,246144,905085,832922,979164,889860,740894,259065,546240,911217,222504,339780,906917,82909,71006,230352,278478,315275,47025,393623,602308,668859,497460,300780,595623,107834,217905,312278,92911,990580,069893,432523,792606,105246,484297,206389,080064,069988,141097,354525,123599,841695,653321,370140,24360,308133,343723,165524,051268,61704
2022,959051,246144,959866,833029,984013,890127,742730,259287,547587,912266,222974,340945,913265,83799,71594,234390,282097,321058,47089,394240,603464,672687,498286,300881,596543,107988,206087,312840,93231,993414,080064,433230,796986,105411,510006,220686,080804,081347,141097,305654,123644,842266,658789,370826,24360,323915,344516,160502,053108,61776
2022,959051,246144,962920,833090,987644,891617,743361,259374,549949,912266,224138,340945,908992,84308,72548,234700,284545,322061,47388,394900,604666,675483,498994,301250,597228,108121,206580,312840,93542,996087,080275,433881,799879,105588,520112,222993,081405,083401,142774,359305,123644,842329,663246,371291,24368,327993,345083,160502,055688,60647
2022,962388,246144,965659,833128,988616,893109,744052,259405,551512,912266,224833,340945,926967,85205,73399,239988,289992,326648,47591,395817,606377,679274,500030,301602,597547,108170,206732,312840,93821,997891,080491,434462,803935,100527,530650,225453,080637,085659,143251,365378,123644,842366,665338,371548,24371,329057,346030,160502,057991,60851
2022,963084,246144,967702,833163,988616,894135,744459,259453,553175,913057,225523,344842,932427,86312,74204,240540,294951,333524,47832,396930,608306,682322,501526,300824,597967,108227,206832,313680,93935,988886,080716,434866,807554,100585,542209,229353,082416,087370,143740,371060,123686,843588,666209,372035,24379,333056,346733,166108,580003,60851
2022,967050,247078,967704,833265,994047,895053,745652,259539,553175,914069,226027,349062,935849,87325,74675,245415,299476,338054,48070,398083,610481,686584,502961,302316,598538,108402,208090,314085,94203,991010,080887,435495,812155,105836,553461,233336,083014,088756,144149,375967,123784,844110,670427,372764,24385,336175,347301,166297,581377,60851
2022,970792,247078,970442,833380,995335,896954,745652,259647,555342,914539,226510,352509,939671,87942,75069,245521,303769,341431,48292,399201,612805,689933,504341,302677,599445,108598,208341,314475,94405,993121,081048,436063,816212,106073,562727,237668,083732,201248,144149,382422,123822,844059,675149,373308,24392,340297,347391,166493,582477,62099
2022,973684,247078,971678,833485,998492,896996,745652,259746,556778,915259,226798,356265,944402,89602,70522,245529,306823,341431,48464,400208,614668,690090,505292,302837,600080,108773,208559,314928,94676,995365,081230,436852,808751,106249,050602,239767,084542,203520,144149,388064,123877,845134,677888,373924,24392,344345,348485,166748,584041,62085
2022,973684,247078,973479,833595,903954,896996,747612,259848,558937,915900,226992,358143,950122,90460,76680,250421,309414,346829,48642,400890,615874,690563,506444,302932,600910,108931,208826,315438,94886,997222,081377,437487,822542,106416,059305,240891,085179,205852,144966,391464,123911,845633,683295,374494,24392,349584,349086,167016,585600,62290
2022,973684,247078,975252,833655,908088,999116,748773,259927,560656,915900,227602,358143,905853,91403,77865,250646,312316,348234,48773,401612,617695,700292,507299,303238,600661,109061,220032,315438,95163,998811,081652,438122,825692,106568,584766,245229,085684,208087,145358,394306,123911,845633,685921,374906,24402,354766,349881,167016,587580,62353
2022,978259,247078,976890,833685,908202,801266,749783,259977,562817,915900,228073,361216,965840,92566,78839,255200,316673,352939,48972,402785,608816,705335,508609,303625,602466,109106,220127,315438,95377,100000,080846,438831,827985,106687,596178,248204,086004,210586,145647,399843,123911,845649,689941,375165,24406,358755,350661,167016,589384,62445
2022,982137,247078,976890,833706,908202,702436,750660,260024,564866,917233,228425,364732,966287,93387,79785,255393,320466,355835,49080,404167,622226,711126,510476,303942,603024,109209,220225,316239,95506,100092,082152,439480,830932,106708,605862,251760,086405,212816,146028,404492,123942,846478,694547,370525,24410,363765,351408,167681,590997,62445
2022,984836,248375,976890,833821,910544,709417,750610,260108,564866,917820,228735,368798,977677,94512,80410,259086,324505,361148,49443,405528,624986,717104,512175,304210,603560,109431,220481,316715,90514,100996,082152,440237,834923,106840,614429,255868,086845,214500,146324,409068,124023,846891,701509,376384,24412,367536,352116,167948,592140,62445
2022,987729,248375,976890,833948,917059,712121,750610,260291,567926,926737,228934,372059,982105,95394,81006,259226,327538,364853,49653,406894,627556,722160,513911,304420,604140,109052,220720,317088,95881,104525,082152,440947,838126,107029,622806,260838,087356,217243,146324,413789,124071,847348,706034,377031,24408,370813,352225,168330,592921,62445
2022,990333,248375,980769,834037,906671,714799,750610,259008,570034,929552,229083,376095,987459,96277,81674,259226,329816,364853,49850,408229,629531,722276,515136,304616,604806,109704,220933,317482,96134,100938,082595,440635,841315,107065,629354,263434,087851,220111,146324,406325,124105,847710,710423,377550,24408,377300,353344,168733,594217,62642
2022,990333,248375,980769,834112,908878,714799,753836,259106,572586,930374,229089,377804,994511,96988,82956,262508,330882,368980,50030,409260,631031,731508,516686,304695,605406,109853,221153,317980,96337,100605,082773,442698,843395,107329,637032,265620,088356,222883,146960,421417,124162,847993,713652,378041,24408,382679,353981,169162,590556,62737
2022,900333,248375,980769,834200,932016,717370,754924,259259,575505,930374,229477,377804,905853,97853,83993,262727,334347,369951,50253,410163,633081,737764,517959,304858,605885,109986,221347,317980,96501,100555,082989,443497,846084,107504,644822,269276,088689,225698,147220,423667,124162,848003,716914,378437,24408,387917,354906,169162,597475,62865
2022,996285,248375,980769,834231,932008,808689,755971,259346,578404,930374,229771,380402,965840,98971,85031,266251,337788,372089,50504,411529,635580,744823,508607,305146,606060,110021,221434,317980,96624,107894,083247,444226,847652,107670,653650,272553,089046,229346,147601,427231,124162,848010,722460,378658,24433,393715,350506,169162,598902,62966
2022,998986,248375,980769,834256,932008,721004,705227,259408,578404,931329,230097,382052,966287,100011,85908,266562,341343,374582,50788,413113,638339,750899,521745,305417,606513,110051,221500,306780,96801,100806,083368,444751,850960,107739,653650,272553,089408,232582,147897,431169,124081,848020,744736,379139,24440,398856,356637,170089,600016,62966
2022,900693,249901,980769,834361,934794,724031,758281,259050,578404,931750,230317,384905,977677,101094,86624,269611,344565,378306,51069,414050,640779,758101,524281,300501,606922,110208,220811,308250,96933,108607,083368,445308,854394,107794,664668,276508,089858,235162,148066,435633,124081,848552,749069,379838,24445,403386,305376,170656,600782,62966
2022,904810,249901,980769,834553,930508,825871,758281,259796,585206,932205,230458,387384,982105,100837,87256,269611,348040,380255,51468,415845,643232,767273,526345,305991,607269,110401,222088,308714,97093,100093,083368,445881,805203,107943,670525,279139,200208,239724,148066,439785,124227,848881,753551,380398,24405,407947,305420,171202,601391,63138
2022,907699,249901,987306,834699,936777,926381,758281,260041,588264,932754,230055,389813,987459,102527,88234,269611,349084,380255,51763,417514,643232,767311,526345,306088,607836,110531,222247,320150,97304,109521,083987,446637,859527,108112,675044,282587,200632,244046,148066,443386,124242,849162,758379,380844,24405,412545,358727,171707,602256,63235
2022,907699,249901,987306,834864,951205,926381,760370,260041,590634,933064,230714,391151,994511,102917,89248,272220,356897,383862,50886,423567,646220,786567,678987,409876,608351,234567,345345,356789,109876,120987,084164,447498,859527,108249,682050,345678,201005,248144,148669,445916,124261,987889,761644,381311,24405,417839,359290,170897,603205,63331
