Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kantucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
2020,3459,97,5733,2337,16251,2574,4784,746,17299,8655,110,221,869,9071,4936,2102,1266,1750,6199,176,4302,9630,8776,2973,3657,3552,615,646,1913,495,16548,1352,33398,4749,840,5890,1538,738,9399,1243,4143,741,3856,17998,649,59,3835,2239,712,1588,176
2020,3472,97,5743,2357,16358,2605,4805,748,17371,8678,112,221,881,9100,5025,2127,1326,1787,6233,177,4309,9647,8874,2999,3676,3591,630,648,1919,498,16566,1385,33424,4783,846,5955,1544,741,9433,1250,4156,777,3884,18042,658,60,3860,2238,718,1588,176
2020,3532,110,5746,2387,16425,2626,4828,752,17444,8729,113,222,901,9138,5084,2159,1326,1816,6233,189,4335,9672,8874,3066,3676,3618,653,654,1946,499,16580,1402,33452,4830,852,5984,1570,746,9541,1254,4182,819,3953,18077,659,61,3896,2238,729,1624,202
2020,3572,110,5759,2405,16502,2669,4828,757,17488,8730,113,222,901,9173,5143,2191,1410,1843,6260,190,4351,9702,8937,3138,3729,3675,658,661,1947,499,16618,1430,33477,4843,889,5996,1588,748,9643,1254,4201,819,4005,18155,661,62,3912,2253,735,1660,202
2020,3572,113,5759,2425,16568,2734,4828,760,17517,8740,113,222,914,9207,5206,2202,1411,1862,6284,190,4372,9723,9094,3206,3745,3684,658,662,1958,500,16655,1451,33508,4881,893,6020,1603,759,9748,1254,4231,821,4082,18251,672,63,3938,2261,758,1707,215
2020,3572,113,5759,2436,16581,2752,4871,761,17558,8778,113,229,919,9235,5246,2222,1410,1886,6323,190,4398,9737,9168,3257,3763,3688,670,665,1987,502,16689,1469,33540,4927,903,6118,1624,760,9862,1270,4274,849,4156,18372,678,63,3938,2274,778,1730,215
2020,3577,115,5767,2436,16594,2791,4881,763,17643,8833,113,231,925,9245,5305,2271,1462,1887,6350,191,4415,9753,9169,3297,3769,3697,672,676,2017,504,16712,1504,33576,4968,908,6274,1634,762,9901,1278,4283,849,4163,18477,689,63,3942,2280,789,1776,215
2020,3578,115,5772,2449,16650,2811,4926,763,17730,8867,113,231,937,9258,5332,2312,1456,1906,6350,191,4434,9758,9352,3321,3779,3869,684,681,2022,506,16746,1527,33607,5012,921,6274,1649,772,9932,1284,4288,888,4218,18549,703,64,3979,2288,799,1804,215
2020,3638,115,5789,2470,16752,2821,4926,770,17809,8904,113,231,966,9288,5435,2349,1503,1938,6391,194,4448,9780,9461,3359,3806,3908,700,710,2030,507,16761,1540,33648,5035,926,6346,1664,779,10014,1288,4313,942,4254,18582,712,64,4008,2289,829,1814,215
2020,3711,116,5806,2502,16839,2868,4961,772,17888,8940,114,233,1002,9335,5498,2360,1503,1975,6391,214,4481,9810,9461,3434,3807,3932,713,715,2053,508,16772,1568,33696,5062,933,6378,1680,791,10162,1294,4317,943,4325,18626,718,64,4029,2289,838,1825,215
2020,3776,116,5824,2512,16901,2930,4961,777,17929,8955,114,235,1023,9392,5561,2375,1529,1983,6407,218,4518,9830,9565,3434,3836,3943,723,715,2077,512,16819,1589,33737,5076,960,6399,1680,809,10271,1294,4317,946,4415,18722,725,67,4044,2292,841,1896,230
2020,3831,124,5827,2522,16940,2977,4961,779,17990,8972,114,238,1037,9447,5594,2399,1529,2009,6420,220,4547,9839,9758,3535,3851,3950,728,719,2093,512,16886,1629,33767,5114,972,6429,1704,815,10295,1294,4346,948,4468,18870,734,67,4054,2311,870,1953,230
2020,3877,135,5830,2555,16979,2998,5020,779,18084,8979,114,238,1037,9474,5663,2426,1529,2028,6455,224,4569,9864,9839,3580,3879,3956,734,745,2103,513,16925,1673,33804,5177,983,6548,1717,822,10337,1309,4346,995,4475,19000,742,67,4058,2319,901,2008,257
2020,3889,136,5837,2586,16987,3012,5040,782,18156,9054,114,242,1040,9491,5685,2449,1560,2039,6501,227,4602,9881,10031,3637,3916,3981,736,745,2123,514,16942,1706,33847,5177,995,6671,1736,822,10406,1325,4353,1033,4489,19125,758,69,4062,2331,921,2034,257
2020,3892,136,5854,2620,17067,3025,5091,782,18253,9089,114,242,1062,9520,5723,2518,1560,2065,6524,227,4625,9888,10113,3652,3949,4130,743,772,2140,514,16965,1738,33890,5240,1013,6753,1743,830,10439,1335,4381,1064,4500,19219,776,72,4093,2338,938,2092,257
2020,3942,139,5859,2660,17189,3060,5111,793,18253,9130,116,242,1081,9562,5864,2603,1679,2097,6548,227,4641,9924,10313,3674,3961,4185,763,794,2149,517,16978,1749,33959,5249,1019,6882,1758,848,10614,1335,4404,1091,4546,19256,789,74,4113,2339,966,2110,257
2020,3985,139,5865,2713,17266,3136,5146,793,18362,9173,116,242,1124,9622,5973,2665,1679,2124,6548,239,4673,9951,10313,3751,3961,4274,771,795,2182,523,16993,1756,34004,5279,1028,6947,1812,871,10803,1346,4444,1110,4584,19298,793,75,4147,2339,968,2117,280
2020,4034,143,5870,2752,17316,3226,5146,803,18441,9189,118,244,1145,9663,6033,2682,1786,2185,6584,246,4715,9975,10415,3843,4017,4375,786,796,2225,526,17083,1789,34049,5296,1064,6960,1836,884,11008,1346,4466,1110,4635,19423,799,77,4160,2357,978,2179,280
2020,4086,148,5874,2786,17345,3335,5146,803,18499,9198,119,254,1169,9704,6122,2717,1786,2216,6607,246,4764,9991,10620,3904,4041,4412,805,810,2259,526,17145,1823,34101,5322,1081,7023,1860,890,11189,1346,4496,1111,4727,19544,810,79,4197,2380,1012,2237,299
2020,4102,151,5875,2820,17358,3375,5224,806,18596,9253,120,259,1173,9765,6207,2723,1786,2241,6652,250,4790,10013,10699,3979,4083,4420,816,832,2276,528,17209,1846,34150,5406,1109,7103,1874,899,11331,1373,4517,1147,4822,19705,834,79,4200,2384,1039,2273,299
2020,4102,169,5891,2875,17398,3415,5242,807,18678,9301,120,260,1179,9788,6242,2915,1856,2250,6684,257,4820,10023,10895,4043,4124,4452,818,842,2309,537,17255,1889,34222,5454,1136,7187,1896,907,11389,1380,4566,1177,4851,19917,834,81,4208,2389,1071,2340,321
2020,4102,169,5906,2911,17478,3437,5285,815,18775,9377,120,260,1199,9811,6284,3017,1856,2276,6724,257,4846,10035,10961,4064,4180,4594,818,866,2318,544,17306,1913,34286,5505,1158,7298,1911,919,11431,1391,4579,1210,4888,20035,849,85,4260,2396,1091,2385,321
2020,4124,169,5920,2945,17541,3466,5327,816,18873,9443,120,260,1219,9860,6410,3116,1941,2328,6767,259,4865,10062,11186,4086,4199,4640,826,925,2326,552,17321,1957,34346,5547,1158,7426,1922,938,11592,1400,4585,1243,4953,20110,863,86,4281,2396,1122,2396,321
2020,4198,172,5934,2990,17567,3508,5363,816,18993,9506,120,264,1247,9912,6506,3193,1941,2359,6767,265,4916,10085,11186,4168,4204,4690,836,933,2368,559,17336,1978,34409,5578,1163,7477,1945,962,11839,1413,4612,1259,5051,20157,868,89,4335,2396,1128,2421,321
2020,4254,174,5979,3016,17627,3671,5363,826,19083,9516,120,266,1266,9963,6603,3208,2072,2387,6818,267,4962,10123,11282,4257,4252,4704,849,937,2395,564,17426,2006,34488,5598,1176,7492,1980,974,12066,1413,4627,1259,5113,20278,871,93,4370,2428,1129,2497,328
2020,4296,176,5981,3074,17661,3795,5363,833,19176,9559,120,267,1280,10012,6673,3209,2072,2416,6845,276,5012,10146,11488,4351,4294,4754,855,962,2448,566,17542,2049,34552,5642,1201,7551,2007,1004,12298,1413,4673,1261,5183,20471,890,95,4409,2438,1171,2562,328
2020,4389,176,5982,3112,17671,3858,5444,845,19281,9582,121,269,1280,10030,6758,3269,2072,2446,6895,281,5064,10166,11582,4418,4320,4761,864,985,2488,566,17608,2103,34637,5704,1210,7654,2042,1027,12489,1448,4685,1300,5271,20689,906,95,4411,2454,1194,2626,351
2020,4389,177,6022,3139,17700,3916,5466,854,19377,9630,121,272,1284,10091,6805,3337,2109,2453,6933,292,5100,10180,11793,4503,4354,4787,865,1008,2530,570,17662,2128,34723,5752,1231,7777,2064,1033,12613,1470,4739,1301,5344,20872,918,96,4414,2463,1228,2694,351
2020,4389,176,6059,3191,17751,3982,5506,858,19461,9683,121,272,1305,10115,6840,3354,2109,2472,6964,292,5117,10201,11861,4521,4390,4959,881,1011,2545,584,17732,2155,34799,5791,1237,7894,2072,1049,12668,1484,4751,1330,5406,21004,926,100,4470,2468,1247,2748,351
2020,4452,176,6087,3237,17818,4015,5552,862,19590,9738,122,272,1317,10177,6968,3451,2253,2499,6994,293,5142,10222,12066,4542,4409,5043,901,1017,2557,590,17751,2171,34884,5831,1237,7967,2086,1082,12930,1498,4756,1350,5484,21083,939,105,4508,2468,1253,2759,351
2020,4587,186,6111,3295,17866,4131,5581,871,19713,9779,122,276,1343,10239,7101,3451,2253,2529,6994,303,5206,10242,12066,4634,4411,5101,917,1021,2609,600,17775,2180,34983,5855,1239,8031,2128,1112,13200,1509,4800,1361,5557,21144,939,105,4553,2468,1254,2775,351
2020,4676,189,6147,3338,17939,4192,5581,872,19784,9781,122,278,1353,10334,7180,3533,2341,2575,7042,311,5270,10265,12146,4717,4490,5170,918,1025,2659,603,17872,2203,35074,5899,1244,8047,2144,1124,13442,1509,4843,1381,5610,21338,949,107,4598,2484,1263,2876,373
2020,4680,191,6164,3376,17964,4265,5581,872,19865,9803,122,279,1353,10412,7265,3589,2341,2618,7107,317,5319,10293,12333,4782,4533,5236,918,1047,2680,604,18003,2243,35198,5926,1249,8122,2161,1147,13664,1509,4872,1381,5783,21536,972,108,4643,2507,1284,2939,373
2020,4685,191,6164,3406,17975,4323,5676,888,20002,9856,122,279,1357,10498,7338,3589,2341,2637,7158,319,5358,10329,12405,4839,4556,5262,919,1092,2728,604,18080,2272,35288,6030,1267,8252,2189,1155,13869,1555,4895,1389,5897,21709,995,111,4650,2526,1318,3021,373
2020,4691,192,6198,3438,18035,4400,5703,891,20081,9913,122,280,1357,10548,7404,3653,2448,2665,7226,319,5412,10340,12406,4909,4562,5291,924,1139,2754,625,18124,2309,35425,6120,1271,8361,2212,1158,13964,1570,4935,1430,5953,21762,1016,111,4654,2542,1338,3106,373
2020,4712,192,6228,3441,18073,4420,5736,895,20203,9974,122,280,1381,10577,7438,3668,2448,2701,7272,323,5448,10360,12406,4931,4565,5474,927,1180,2786,629,18173,2318,35522,6172,1271,8456,2218,1168,14021,1590,4962,1430,6007,21847,1027,112,4705,2552,1361,3155,373
2020,4737,192,6240,3482,18109,4432,5791,897,20304,10009,123,280,1396,10658,7581,3739,2507,2739,7272,326,5471,10407,12680,4955,4606,5588,939,1205,2801,638,18194,2348,35647,6222,1273,8456,2240,1213,14244,1602,4976,1446,6072,21900,1039,117,4760,2552,1373,3162,373
2020,4774,193,6257,3537,18141,4464,5791,898,20400,10054,123,283,1409,10805,7645,3744,2507,2774,7272,333,5519,10435,12680,5030,4634,5627,950,1208,2832,650,18223,2384,35775,6259,1277,8476,2283,1267,14470,1625,5028,1446,6205,21968,1055,120,4791,2552,1376,3175,405
2020,4827,195,6300,3603,18218,4531,5791,898,20472,10056,124,283,1438,10855,7730,3744,2507,2780,7291,334,5568,10469,12744,5109,4719,5633,962,1219,2885,656,18326,2405,35897,6285,1283,8509,2328,1284,14759,1625,5043,1446,6316,22204,1065,120,4820,2577,1396,3295,405
2021,4872,198,6302,3637,18254,4610,5791,921,20567,10072,124,283,1438,10907,7770,3745,2507,2782,7336,347,5627,10488,12956,5109,4747,5642,962,1251,2926,656,18466,2438,36017,6342,1289,8571,2328,1306,14892,1625,5043,1446,6367,22422,1078,121,4840,2594,1442,3363,405
2021,4872,198,6302,3676,18265,4631,5904,926,20679,10135,124,283,1451,11098,7801,3745,2507,2821,7397,347,5659,10512,13008,5166,4787,5656,971,1295,2943,656,18544,2479,36147,6418,1299,8722,2357,1340,14915,1670,5124,1464,6367,22645,1102,127,4854,2595,1481,3431,438
2021,4873,207,6320,3711,18304,4652,5924,930,20753,10193,124,283,1451,11170,7843,3812,2548,2845,7448,358,5680,10531,13010,5206,4816,5668,972,1311,2951,677,18595,2504,36300,6420,1316,8855,2370,1341,15040,1678,5155,1488,6382,22890,1126,129,4861,2619,1518,3444,438
2021,4878,207,6365,3729,18360,4660,5964,930,20873,10256,124,283,1462,11217,7886,3822,2548,2871,7488,359,5712,10551,13011,5219,4840,5766,975,1358,2965,690,18613,2536,36454,6420,1317,8962,2383,1351,15114,1704,5173,1488,6451,23111,1140,130,4920,2634,1554,3474,438
2021,4886,209,6384,3749,18467,4699,5995,930,20994,10303,124,283,1474,11327,8051,3891,2741,2903,7488,360,5740,10604,13296,5255,4871,5846,1006,1377,2973,690,18630,2553,36604,6574,1317,8962,2405,1382,15389,1704,5198,1501,6524,23187,1148,134,4984,2638,1570,3496,438
2021,4994,209,6427,3800,18555,4758,5995,937,20994,10352,125,283,1495,11488,8160,3898,2741,2943,7488,369,5803,10604,13296,5321,4884,5887,1015,1395,3035,701,18651,2576,36739,6592,1319,9017,2453,1409,15718,1704,5249,1513,6647,23258,1155,136,5032,2638,1582,3504,438
2021,5080,211,6459,3836,18649,4822,6099,947,21134,10356,125,286,1519,11671,8263,3946,2879,2956,7537,372,5848,10635,13381,5382,4975,5906,1039,1399,3081,708,18777,2596,36870,6601,1336,9076,2489,1417,16020,1704,5296,1513,6748,23439,1163,136,5081,2661,1594,3628,464
2021,5191,214,6464,3901,18709,4879,6099,947,21211,10363,125,287,1526,11814,8371,3946,2879,2956,7585,385,5895,10676,13598,5382,5013,5910,1049,1442,3136,715,18952,2643,37000,6630,1341,9143,2489,1431,16247,1704,5296,1513,6846,23727,1175,139,5117,2686,1634,3715,464
2021,5299,214,6465,3926,18726,4936,6168,949,21307,10439,125,287,1530,11967,8410,3992,2879,2999,7635,426,5942,10722,13657,5436,5061,5928,1054,1464,3146,735,19042,2682,37118,6780,1348,9247,2527,1431,16270,1742,5385,1519,6846,23967,1196,140,5124,2704,1671,3781,489
2021,5334,215,6515,3966,18768,4976,6192,957,21408,10503,125,287,1536,12064,8475,3999,2897,3013,7681,432,5967,10748,13863,5489,5101,5941,1056,1472,3158,741,19160,2712,37256,6811,1360,9368,2547,1436,16324,1760,5469,1544,6908,24208,1205,144,5132,2717,1702,3847,489
2021,5347,215,6529,4010,18875,4997,6230,969,21545,10588,125,287,1552,12141,8514,4060,2897,3067,7728,432,5994,10778,13903,5502,5146,6123,1057,1482,3195,759,19187,2734,37412,6819,1360,9462,2552,1438,16394,1777,5484,1556,6962,24400,1205,149,5191,2738,1733,3938,489
2021,5573,215,6568,4043,18982,5011,6287,972,21672,10610,125,287,1563,12294,8663,4065,3027,3093,7833,438,6027,10824,14134,5520,5167,6167,1067,1500,3209,759,19208,2751,37557,6933,1360,9544,2571,1457,16583,1777,5498,1570,7101,24501,1212,152,5226,2738,1761,3956,489
2021,5760,216,6588,4081,19025,5058,6324,986,21672,10612,126,297,1576,12465,8743,4124,3027,3135,7833,449,6082,10874,14134,5596,5186,6238,1069,1505,3246,769,19244,2766,37733,6963,1360,9599,2633,1478,16960,1777,5582,1585,7200,24582,1214,155,5275,2738,1776,3979,489
2021,5945,217,6624,4121,19100,5080,6324,991,21889,10616,127,297,1593,12609,8823,4127,3148,3161,7873,453,6132,10910,14183,5640,5284,6276,1079,1515,3301,780,19382,2796,37854,7000,1363,9627,2672,1485,17220,1777,5661,1585,7312,24796,1223,156,5312,2775,1784,4059,522
2021,6030,219,6635,4186,19132,5164,6324,994,21986,10623,128,301,1606,12705,8892,4138,3148,3194,7918,461,6173,10953,14286,5688,5315,6309,1086,1540,3349,781,19523,2809,38001,7080,1364,9702,2703,1501,17427,1777,5695,1585,7424,25078,1238,156,5381,2807,1815,4149,522
2021,6119,220,6640,4228,19151,5207,6416,995,22089,10725,129,305,1607,12852,8966,4139,3148,3214,7971,477,6216,11004,14325,5731,5356,6316,1088,1553,3409,792,19646,2838,38167,7149,1372,9802,2738,1503,17681,1855,5758,1604,7549,25336,1259,156,5383,2825,1836,4216,522
2021,6120,220,6692,4263,19209,5262,6449,1002,22187,10814,129,306,1609,12895,8985,4222,3255,3224,8022,507,6246,11035,14500,5775,5411,6336,1092,1597,3457,816,19756,2876,38315,7262,1395,9881,2761,1510,17780,1870,5811,1614,7634,25608,1270,156,5393,2825,1849,4272,522
2021,6121,220,6755,4293,19327,5279,6536,1016,22316,10878,129,306,1609,13015,9016,4232,3255,3247,8080,511,6272,11076,14539,5779,5481,6495,1093,1601,3470,827,19854,2912,38486,7383,1403,9990,2775,1517,17861,1890,5826,1629,7715,25841,1273,158,5477,2828,1856,4329,522
2021,6126,220,6834,4311,19440,5291,6553,1016,22480,10958,129,306,1639,13175,9104,4251,3355,3284,8080,514,6301,11166,14658,5792,5521,6538,1093,1594,3503,846,19886,2934,38683,7468,1406,10057,2804,1550,18091,1910,5860,1633,7795,25948,1294,158,5552,2828,1872,4344,522
2021,6283,221,6885,4343,19586,5326,6594,1016,22665,11096,129,309,1637,13433,9163,4257,3355,3324,8080,519,6367,11209,14658,5842,5524,6590,1094,1595,3551,862,19932,2960,38846,7609,1406,10135,2848,1571,18458,1916,5911,1656,7941,26164,1301,162,5626,2828,1895,4359,522
2021,6379,244,6940,4386,19791,5354,6594,1021,22803,11097,129,315,1658,13650,9202,4321,3514,3373,8203,530,6404,11257,14677,5885,5574,6619,1102,1595,3596,869,20039,2977,39041,7635,1408,10200,2882,1577,18752,1916,5934,1667,8072,26363,1307,163,5656,2895,1899,4412,550
2021,6486,245,6950,4441,19876,5385,6594,1026,22911,11113,129,315,1669,13808,9246,4323,3502,3395,8253,536,6449,11307,14724,5918,5638,6644,1106,1625,3664,869,20166,3011,39208,7687,1409,10281,2925,1590,18978,1916,6037,1667,8155,26624,1314,163,5706,2927,1928,4499,550
2021,6657,245,6950,4496,19937,5417,6670,1027,23070,11297,130,317,1670,14028,9287,4324,3502,3420,8324,540,6494,11349,14759,5955,5668,6647,1142,1641,3704,878,20253,3046,39404,7796,1422,10336,2952,1607,19188,1947,6108,1667,8233,26879,1333,163,5729,2979,1953,4566,550
2021,6660,250,6985,4549,20052,5440,6682,1027,23226,11435,130,319,1671,14127,9310,4332,3525,3428,8383,544,6541,11388,14922,5995,5713,6655,1152,1651,3764,885,20320,3079,39588,7888,1428,10409,2987,1607,19310,1970,6237,1673,8276,27042,1362,163,5739,3040,1983,4635,571
2021,6662,250,7081,4563,20238,5454,6726,1036,23395,11599,130,319,1687,14234,9340,4394,3526,3462,8442,544,6567,11443,14940,6007,5752,6672,1152,1690,3784,897,20414,3117,39760,7996,1436,10518,2994,1628,19390,1987,6248,1684,8312,27062,1383,163,5798,3062,2006,4724,571
2021,6896,250,7173,4606,20466,5462,6774,1041,23612,11757,130,321,1691,14392,9466,4445,3584,3489,8483,547,6596,11513,15170,6013,5772,6868,1186,1707,3784,908,20439,3147,39997,8060,1436,10599,3037,1669,19467,1996,6259,1696,8350,27110,1392,165,5861,3065,2015,4745,571
2021,7172,251,7250,4650,20636,5473,6819,1049,23798,11900,130,322,1716,14621,9529,4478,3575,3540,8483,558,6650,11558,15170,6047,5777,6909,1202,1708,3794,927,20458,3159,40203,8125,1436,10680,3085,1716,19868,2005,6328,1705,8391,27245,1393,168,5940,3065,2024,4754,571
2021,7340,252,7340,4690,20854,5509,6819,1065,24003,11906,130,325,1724,14852,9593,4486,3598,3584,8565,562,6689,11610,15208,6079,5852,6932,1213,1708,3869,933,20512,3173,40376,8131,1440,10711,3140,1737,20128,2005,6373,1705,8477,27499,1400,169,6002,3080,2028,4882,596
2021,7566,253,7357,4742,20958,5523,6819,1072,24136,11967,130,329,1727,15076,9642,4487,3598,3626,8590,567,6735,11657,15294,6100,5917,6949,1228,1727,3915,933,20667,3200,40570,8196,1441,10768,3187,1763,20322,2005,6404,1705,8606,27821,1422,170,6079,3102,2031,4956,596
2021,7566,253,7358,4784,21043,5548,6911,1075,24273,12179,130,333,1727,15232,9693,4488,3598,3657,8621,570,6792,11717,15303,6131,5945,6956,1233,1747,3967,938,20760,3228,40753,8267,1442,10856,3231,1800,20526,2005,6479,1739,8695,28155,1449,170,6078,3146,2058,5022,596
2021,7688,253,7428,4831,21196,5561,6934,1078,24435,12373,130,339,1727,15340,9716,4492,3622,3687,8688,590,6837,11759,15393,6163,5983,6968,1234,1756,4017,950,20875,3250,40933,8397,1444,10931,3279,1801,20609,2045,6547,1763,8736,28434,1461,171,6081,3075,2080,5028,596
2021,7688,253,7558,4838,21483,5588,6976,1081,24577,12484,130,339,1737,15458,9728,4500,3625,3730,8743,590,6865,11804,15401,6166,6018,7082,1235,1881,4027,962,20934,3267,41148,8511,1447,11006,3293,1811,20664,2058,6552,1768,8776,28508,1475,171,6174,3097,2100,5032,596
2021,7894,253,7711,4868,21881,5602,7020,1090,24738,12653,130,398,1743,15591,9807,4532,3718,3769,8801,595,6900,11887,15516,6174,6045,7118,1250,1808,4032,971,20951,3285,41348,8623,1447,11073,3323,1816,20883,2076,6578,1775,8887,28554,1486,172,6228,3043,2119,5042,596
2021,8203,269,7819,4895,22155,5617,7046,1101,25010,12834,130,401,1750,15780,9845,4577,3718,3805,8801,618,6963,11963,15516,6192,6056,7141,1304,1812,4092,981,20972,3297,41530,8739,1447,11124,3388,1841,21105,2083,6673,1778,9078,28681,1493,172,6308,3045,2129,5065,596
2021,8365,269,7956,4939,22496,5648,7046,1108,25163,12838,130,403,1749,15987,9879,4651,3779,3863,8859,627,6996,11963,15527,6208,6132,7162,1310,1815,4139,987,21105,3312,41694,8777,1447,11178,3423,1850,21350,2083,6903,1778,9230,28949,1500,172,6379,3084,2131,5157,624
2021,8449,269,7971,4985,22651,5670,7046,1130,25292,12890,130,404,1760,16206,9925,4901,3779,3910,8912,630,7037,12010,15599,6236,6158,7175,1312,1835,4188,990,21234,3340,41889,8839,1447,11233,3471,1874,21524,2083,6942,1779,9332,29278,1507,173,6449,3123,2150,5195,624
2021,8513,269,7972,5009,22736,5694,7119,1135,25445,13065,131,404,1769,16326,9967,4906,3779,3967,8953,632,7076,12110,15633,6255,6182,7176,1313,1859,4225,994,21301,3357,42090,8959,1447,11339,3504,1882,21658,2110,7014,1782,9374,29645,1518,174,6464,3139,2175,5245,624
2021,8515,269,8133,5050,22980,5696,7133,1191,25672,13222,131,407,1769,16407,9974,4919,3809,3977,9006,634,7107,12158,15714,6268,6222,7182,1315,1870,4268,1006,21383,3380,42273,9099,1451,11431,3547,1885,21715,2126,7042,1788,9483,30109,1548,175,6474,3170,2187,5257,624
2021,8523,269,8184,5061,23254,5711,7157,1202,25832,13404,131,407,1778,16530,9989,4975,3809,3995,9044,635,7127,12218,15739,6270,6266,7410,1315,1885,4271,1022,21455,3388,42434,9213,1453,11510,3564,1892,21741,2135,7283,1798,9557,30441,1571,176,6517,3168,2200,5259,624
2021,8579,269,8301,5076,23633,5737,7185,1208,26034,13557,131,407,1782,16677,10054,5033,3895,4028,9076,636,7154,12338,15843,6278,6269,7491,1316,1904,4281,1036,21484,3401,42639,9215,1453,11571,3602,1909,21866,2144,7318,1804,9660,30599,1582,179,6575,3169,2201,5264,624
2021,8888,269,8409,5106,23944,5747,7214,1208,26253,13776,131,411,1793,16846,10091,5067,3895,4067,9076,639,7188,12423,15843,6302,6270,7518,1321,1904,4328,1042,21513,3414,42825,9381,1454,11652,3654,1936,22010,2154,7394,1809,9806,30720,1595,181,6650,3170,2210,5273,624
2021,9021,269,8424,5148,23964,5759,7214,1221,26359,13778,131,413,1793,16964,11637,5108,4101,4117,9119,641,7220,12423,15854,6319,6342,7540,1322,1905,4376,1057,21584,3432,42996,9397,1457,11659,3681,1946,22143,2154,7487,1809,9939,31017,1599,181,6732,3186,2212,5370,647
2021,9180,269,8427,5174,24221,5774,7214,1245,26478,13821,131,413,1801,17155,11686,5108,4101,4149,9142,641,7251,12502,15914,6341,6367,7557,1325,1908,4428,1059,21693,3463,43178,9477,1459,11695,3710,1956,22273,2154,7553,1809,10107,31396,1614,182,6773,3214,2216,5442,647
2021,9242,271,8469,5199,24283,5804,7282,1262,26684,14024,131,413,1805,17225,11752,5110,4101,4202,9162,643,7287,12610,15929,6357,6390,7562,1328,1914,4466,1066,21793,3481,43354,9625,1460,11793,3761,1972,22422,2173,7611,1815,10307,31819,1620,183,6778,3245,2225,5485,647
2021,9242,271,8647,5212,24529,5819,7298,1269,26821,14153,131,415,1805,17336,11817,5145,4197,4224,9212,647,7329,12669,16009,6367,6429,7578,1328,1936,4498,1076,21886,3504,43524,9767,1461,11856,3813,1972,22493,2186,7651,1829,10365,32212,1620,183,6820,3268,2236,5530,647
2021,9244,271,8726,5252,24954,5828,7326,1282,27018,14315,131,415,1805,17476,11875,5174,4197,4276,9239,649,7349,12734,16018,6370,6461,7589,1329,1949,4521,1085,21964,3518,43687,9880,1461,12577,3817,1980,22497,2198,7690,1831,10370,32581,1656,186,6898,3268,2248,5568,647
2021,9257,271,8879,5265,25391,5832,7354,1283,27246,14413,131,415,1808,17606,11942,5196,4303,4304,9276,649,7372,12836,16108,6376,6462,7606,1332,1960,4524,1091,21989,3531,43842,9962,1461,15136,3870,2001,22656,2209,7693,1838,10465,32747,1664,187,6932,3283,2254,5571,647
2021,9346,276,9015,5275,25965,5842,7381,1283,27456,14642,131,420,1819,17813,12001,5223,4303,4339,9276,651,7413,12909,16108,6387,6464,7798,1335,1966,4565,1098,22011,3540,44012,10017,1461,16340,3900,2011,22795,2212,7742,1844,10528,32858,1665,188,6958,3283,2261,5576,647
2021,9424,277,9061,5287,26236,5868,7381,1291,27598,14642,131,421,1828,17979,12027,5236,4364,4375,9292,654,7446,12985,16119,6411,6501,7840,1338,1966,4585,1104,22103,3552,44210,10030,1461,16346,3948,2018,22908,2212,7837,1844,10626,33176,1669,189,6966,3300,2263,5635,662
2021,9573,277,9061,5313,26542,5881,7381,1316,27695,14679,131,422,1829,17979,12117,5236,4364,4420,9325,655,7467,13074,16138,6430,6524,7870,1340,1984,4640,1106,22191,3564,44387,10088,1461,16394,3959,2022,23007,2212,7894,1844,10721,33632,1687,189,6996,3433,2274,5679,662
2021,9590,278,9064,5323,26635,5893,7447,1326,27814,14849,131,422,1829,18217,12149,5237,4364,4441,9325,656,7503,13151,16151,6437,6531,7875,1342,1997,4668,1109,22329,3582,44512,10226,1465,16453,3994,2032,23114,2236,7911,1844,10802,34075,1699,189,7012,3486,2285,5729,662
2021,9592,278,9354,5336,26995,5913,7449,1343,28047,14966,131,423,1829,18322,12173,5263,4406,4447,9391,658,7536,13206,16243,6444,6534,7879,1343,2010,4695,1116,22393,3601,44683,10336,1465,16513,4024,2034,23136,2248,7998,1847,10811,34496,1711,190,7016,3523,2290,5771,662
2021,9592,278,9467,5348,27486,5921,7476,1366,28207,15050,131,423,1828,18414,12191,5306,4406,4464,9406,658,7554,13273,16265,6446,6553,7888,1342,2013,4709,1117,22440,3612,44851,10408,1467,16611,4041,2043,23157,2259,8034,1853,10842,34859,1729,191,7037,3523,2291,5906,662
2021,9660,279,9764,5357,28040,5924,7496,1367,28381,15239,131,423,1842,18569,12231,5321,4521,4491,9440,658,7580,13359,16332,6448,6553,7929,1347,2020,4722,1126,22454,3626,44992,10482,1468,16693,4061,2050,23166,2274,8055,1859,10846,35050,1733,191,7075,3524,2297,5907,662
